order_id,payment_id,created_at,amount_inr,method,category,is_new_customer,past_orders,past_return_rate,order_hour,is_weekend,is_late_night,delivery_distance_km,checkout_time_sec,returned_or_chargeback
order_ab15fd8f50,pay_aa4d992c34,2026-08-05 09:08:18.250331,1214.07,upi,digital,1,0,0.0,9,0,0,0.0,37.3,0
order_1e8a31a1f6,pay_d0eeabeceb,2026-08-07 07:42:10.250331,2858.12,card,apparel,0,4,0.38425976341135937,7,0,0,31.4,37.4,0
order_e610881b10,pay_2e523b7515,2026-08-26 15:38:05.250331,1301.87,card,apparel,1,0,0.0,15,0,0,19.8,83.8,1
order_df3aded618,pay_f729ee6e30,2026-08-19 22:56:07.250331,3092.35,upi,digital,0,3,0.19795374485029976,22,0,0,0.0,23.3,0
order_b7237d2f5c,pay_4f28d5f6c6,2026-08-06 21:28:02.250331,1480.01,upi,digital,1,0,0.0,21,0,0,0.0,22.6,0
order_f987dd5b87,pay_838056d57f,2026-08-20 14:42:58.250331,410.01,upi,electronics,0,1,0.12555776427623938,14,0,0,26.0,30.4,0
order_f9b4df8620,pay_1b88479f35,2026-08-17 05:59:31.250331,1407.21,card,apparel,1,0,0.0,5,0,0,10.2,208.3,0
order_f87a836d37,pay_0243d30aeb,2026-08-16 02:13:04.250331,524.12,card,electronics,1,0,0.0,2,1,1,67.8,47.4,1
order_f6669a2a29,pay_c00473ab3e,2026-08-12 05:41:43.250331,695.27,cod,apparel,0,6,0.13388934560594828,5,0,0,9.9,440.8,0
order_c9865bafd4,pay_a51c1fca1b,2026-07-30 15:28:56.250331,186.98,card,home,0,5,0.25573205053119497,15,0,0,6.2,69.4,0
order_50c004aaea,pay_fb0b53ac95,2026-08-03 21:41:55.250331,2689.99,upi,home,0,6,0.1858551708251306,21,0,0,7.6,214.6,1
order_fab1439fbe,pay_3e380f578a,2026-08-12 05:53:06.250331,179.79,netbanking,apparel,0,3,0.056074924827477335,5,0,0,23.5,60.6,0
order_0aff5f1f67,pay_91716b75bd,2026-08-25 10:53:14.250331,423.62,upi,apparel,1,0,0.0,10,0,0,21.9,22.2,0
order_b6abedecad,pay_11d5736392,2026-08-04 12:33:31.250331,1408.09,netbanking,grocery,0,3,0.06309862966195684,12,0,0,3.4,31.3,0
order_fdd457c83d,pay_15eac0a158,2026-07-31 16:45:26.250331,75.75,card,digital,0,5,0.30819252619306753,16,0,0,0.0,108.9,0
order_eac25adac4,pay_69741b8fc4,2026-07-29 05:59:09.250331,711.06,upi,electronics,1,0,0.0,5,0,0,21.7,37.7,0
order_c92167b93c,pay_e056c2ee97,2026-08-15 01:26:04.250331,9314.33,upi,apparel,1,0,0.0,1,1,1,26.1,34.0,0
order_42a07fcc19,pay_a7505e403f,2026-08-11 05:35:32.250331,144.05,upi,apparel,0,4,0.052854135419485304,5,0,0,2.1,19.1,0
order_d8fa833ac5,pay_edf9c6b6bd,2026-08-17 19:16:25.250331,101.59,card,home,0,2,0.38773251848940254,19,0,0,26.2,25.5,0
order_964c2739e8,pay_447720e200,2026-07-28 17:56:04.250331,958.77,upi,grocery,0,6,0.0662147035318427,17,0,0,41.9,107.7,0
order_4d32073dd8,pay_39615f54fc,2026-08-16 14:46:10.250331,59.61,upi,apparel,1,0,0.0,14,1,0,2.8,107.8,1
order_cd6d34ec96,pay_1707e7904d,2026-08-26 23:12:24.250331,2561.6,upi,electronics,0,4,0.0025509893545752633,23,0,1,16.9,10.2,0
order_12cedd420b,pay_9faf97ed85,2026-08-18 08:37:20.250331,610.22,card,apparel,0,5,0.019759496716363945,8,0,0,2.3,47.3,0
order_8ceb12af5d,pay_862aa55dd0,2026-08-18 21:07:20.250331,570.84,cod,grocery,0,4,0.13935517267388098,21,0,0,7.6,21.9,0
order_0cbb9b71dd,pay_5bea0cdb8a,2026-08-23 12:59:53.250331,440.6,upi,home,1,0,0.0,12,1,0,1.9,29.4,0
order_7758a6a08a,pay_a68629702a,2026-08-06 13:59:31.250331,1738.37,cod,apparel,0,6,0.1531069183880376,13,0,0,12.1,27.9,0
order_29f821f207,pay_49820b503d,2026-08-10 13:08:08.250331,1135.89,cod,grocery,0,6,0.11750322094038737,13,0,0,13.2,167.0,0
order_58094461a6,pay_18afebc35f,2026-08-19 06:08:27.250331,1964.93,upi,electronics,1,0,0.0,6,0,0,22.4,38.3,0
order_e0ee6b4307,pay_6c3a3e0881,2026-07-31 20:08:01.250331,961.4,cod,electronics,0,8,0.2582690072828697,20,0,0,40.2,12.6,1
order_f0b3fe6617,pay_6ef38af916,2026-07-29 18:06:46.250331,1279.24,upi,electronics,0,4,0.18797356850216837,18,0,0,3.4,67.7,0
order_79cf6e52e6,pay_e80a96211c,2026-08-26 14:13:20.250331,795.99,upi,electronics,1,0,0.0,14,0,0,13.5,31.7,0
order_3a7706117f,pay_3b5040ebe3,2026-08-17 12:05:23.250331,1370.21,cod,apparel,0,6,0.2582371206688718,12,0,0,13.2,171.1,1
order_49071adcce,pay_19cfccf67f,2026-08-06 03:58:55.250331,215.34,upi,apparel,0,4,0.25801592410820723,3,0,1,44.6,95.4,0
order_afd9f39917,pay_e7ab14504d,2026-08-01 00:14:07.250331,1400.18,card,digital,0,9,0.19769078470785462,0,1,1,0.0,112.2,0
order_6cc2ba0b16,pay_3bed0cd7a8,2026-08-19 06:42:16.250331,773.7,upi,home,0,4,0.10648858976948418,6,0,0,0.0,84.8,0
order_ee53454653,pay_6526ca292b,2026-08-19 10:48:10.250331,402.19,card,apparel,0,3,0.0031110665683676477,10,0,0,9.3,81.6,0
order_2997322c8b,pay_015e9b6561,2026-08-16 22:26:02.250331,490.32,card,digital,0,0,0.018845564614645954,22,1,0,0.0,97.7,0
order_1dd7d77928,pay_5d32131a10,2026-08-12 21:14:39.250331,650.63,cod,home,0,7,0.4705623425201683,21,0,0,6.3,45.2,0
order_411cc22a8a,pay_136dc7f5c5,2026-08-20 09:57:19.250331,876.01,card,digital,0,5,0.09126823254396327,9,0,0,0.0,49.7,0
order_025fb82f84,pay_3a89665088,2026-08-14 17:10:15.250331,556.72,upi,electronics,1,0,0.0,17,0,0,0.9,45.3,0
order_e0f93b287f,pay_8da53386f8,2026-08-23 00:13:23.250331,438.54,cod,apparel,1,0,0.0,0,1,1,45.1,15.8,1
order_3243d61834,pay_023dd68171,2026-08-06 11:21:11.250331,284.21,wallet,apparel,0,7,0.03339660559259474,11,0,0,19.8,153.8,0
order_65f1752ca7,pay_ee6fca56a9,2026-08-07 12:57:44.250331,576.07,upi,digital,0,6,0.05199090432616615,12,0,0,0.0,45.3,0
order_aec5e6093e,pay_845c88adb8,2026-08-24 12:03:27.250331,2959.42,card,digital,0,5,0.08024447657172047,12,0,0,0.0,74.9,0
order_e8d244e02f,pay_5d71657e31,2026-08-10 03:56:47.250331,1521.14,upi,digital,0,11,0.01830879402435832,3,0,1,0.0,54.7,0
order_ecfd9c9f40,pay_e55fc23be3,2026-08-09 13:17:07.250331,80.9,upi,apparel,1,0,0.0,13,1,0,27.8,65.8,0
order_ebde83a7b6,pay_3c3bf36052,2026-07-29 18:20:19.250331,336.71,cod,apparel,0,3,0.1883235470030073,18,0,0,12.4,238.3,0
order_0793f8d849,pay_8b8c5b9abb,2026-07-29 14:21:05.250331,4973.24,card,digital,0,2,0.08900199568384279,14,0,0,0.0,45.0,0
order_4defa1136e,pay_c9666991ac,2026-08-22 20:43:18.250331,356.29,upi,electronics,1,0,0.0,20,1,0,2.9,46.0,0
order_78054d3d9b,pay_68a6deeb28,2026-08-23 20:59:29.250331,191.59,card,grocery,0,11,0.14395889357398442,20,1,0,0.4,15.9,1
order_0bd5d687fa,pay_58f3cfa5d9,2026-07-31 08:29:14.250331,430.01,cod,electronics,0,3,0.0193849726390583,8,0,0,26.6,17.4,0
order_8c62f3195e,pay_4a7edc3310,2026-08-18 00:54:00.250331,808.95,upi,grocery,0,1,0.14681442381122184,0,0,1,19.4,52.0,0
order_8c02253fbf,pay_b157a14df6,2026-08-05 17:42:14.250331,128.07,cod,home,0,8,0.2920810458372379,17,0,0,23.0,13.1,0
order_7192d59362,pay_a13916cece,2026-08-03 16:41:47.250331,50.0,cod,apparel,0,5,0.06837499226731426,16,0,0,13.7,59.4,0
order_2582245e39,pay_9c93f7a0ea,2026-08-24 23:54:18.250331,191.1,wallet,digital,1,0,0.0,23,0,1,0.0,63.9,0
order_91b4c633fa,pay_3963eae51e,2026-08-10 17:56:17.250331,2030.81,upi,electronics,1,0,0.0,17,0,0,8.9,26.2,0
order_d069558d3e,pay_9ec35016b4,2026-08-06 01:56:30.250331,1329.18,cod,home,0,2,0.014413811230496882,1,0,1,6.8,56.6,0
order_0695c0b4ad,pay_2dba9bb972,2026-08-15 14:37:16.250331,955.31,upi,grocery,1,0,0.0,14,1,0,8.8,170.2,0
order_5331ec478d,pay_40c23559bc,2026-08-26 00:06:22.250331,2355.41,upi,digital,0,7,0.04790614504392422,0,0,1,0.0,131.4,0
order_a05451fbd4,pay_5f658c31ca,2026-08-06 19:30:36.250331,763.73,card,apparel,0,4,0.10206110734231028,19,0,0,19.5,39.1,0
order_b030aa2df0,pay_3d001b6edd,2026-08-17 16:49:30.250331,610.14,netbanking,apparel,0,5,0.15645166486000384,16,0,0,4.1,14.9,0
order_85c3e62cbc,pay_062501adbf,2026-08-26 05:58:20.250331,531.73,cod,grocery,0,5,0.1238014068111105,5,0,0,16.2,80.2,0
order_d32305ef6b,pay_6b98c32276,2026-08-26 12:34:14.250331,1864.89,netbanking,digital,1,0,0.0,12,0,0,0.0,44.8,0
order_f8db9f53af,pay_35ffb3dd0c,2026-07-31 21:11:45.250331,307.22,card,apparel,0,4,0.19244522587942572,21,0,0,10.5,147.0,0
order_b538967396,pay_8b6337e799,2026-08-01 00:43:25.250331,706.54,netbanking,apparel,0,5,0.1658056403285449,0,1,1,2.4,67.9,0
order_4d772e2c00,pay_5b1257a5d7,2026-08-01 01:09:45.250331,674.82,cod,apparel,1,0,0.0,1,1,1,6.5,33.2,1
order_5ff2777fad,pay_3f03545fbe,2026-08-26 16:32:41.250331,2644.4,card,electronics,0,6,0.027838194434253376,16,0,0,8.1,187.1,0
order_a95b08e206,pay_262fc38dbc,2026-08-02 18:21:14.250331,920.4,upi,digital,1,0,0.0,18,1,0,0.0,40.5,0
order_a9d9cbc1f9,pay_ac7f4eff56,2026-08-06 00:42:06.250331,1462.85,cod,electronics,1,0,0.0,0,0,1,30.8,23.8,0
order_6c76b12db6,pay_d33f2ea38a,2026-08-04 05:53:08.250331,3380.83,upi,grocery,0,6,0.11629782382267857,5,0,0,10.8,129.9,0
order_d1f6f17345,pay_0df5203ab3,2026-08-07 04:23:15.250331,715.01,upi,grocery,0,5,0.052907381170051664,4,0,1,30.7,62.9,0
order_233e74828f,pay_640d62ff86,2026-07-29 19:51:46.250331,274.83,upi,electronics,0,2,0.6158772178662608,19,0,0,19.7,50.5,1
order_3a4caa093a,pay_732c3b076f,2026-08-02 23:47:16.250331,478.52,netbanking,grocery,1,0,0.0,23,1,1,36.6,81.2,0
order_b653620624,pay_0ba4514758,2026-08-04 08:35:27.250331,1186.8,cod,apparel,0,4,0.20601828813949616,8,0,0,1.9,109.1,0
order_9cf634b4e2,pay_2b40683dd7,2026-08-11 03:50:04.250331,1807.06,upi,electronics,0,8,0.42351393982488456,3,0,1,1.1,116.6,0
order_3d010efd92,pay_da12b16c2e,2026-07-31 11:18:41.250331,623.02,upi,home,0,7,0.27621640549837,11,0,0,6.7,54.9,0
order_8771be013b,pay_bf275f321b,2026-08-26 14:32:17.250331,348.77,upi,home,0,4,0.3323234786287515,14,0,0,2.6,72.9,0
order_7784db360b,pay_54a07100b4,2026-08-24 21:39:38.250331,2743.79,card,apparel,0,4,0.16315671627176662,21,0,0,7.8,43.1,0
order_8f97ed3937,pay_9b707d5966,2026-08-27 08:49:07.250331,217.04,upi,apparel,1,0,0.0,8,0,0,10.6,126.8,0
order_e698aa60ee,pay_1cf51eb300,2026-08-26 06:49:46.250331,314.76,cod,apparel,1,0,0.0,6,0,0,33.6,47.7,1
order_4aea1198da,pay_16b2825984,2026-08-14 16:24:07.250331,301.6,upi,home,1,0,0.0,16,0,0,13.1,74.3,0
order_653c7ddbbd,pay_a36c15ed7c,2026-08-24 09:38:51.250331,528.98,upi,electronics,1,0,0.0,9,0,0,1.7,30.3,0
order_903edf3f9b,pay_5fd95ab841,2026-08-07 07:44:06.250331,2416.83,cod,grocery,0,3,0.04612005654327065,7,0,0,42.8,17.2,0
order_9f0a63598c,pay_22ee8de3a6,2026-08-02 09:11:14.250331,280.03,upi,apparel,1,0,0.0,9,1,0,3.9,300.6,0
order_fedd7cca6a,pay_cf3e17568d,2026-08-17 16:04:04.250331,264.67,upi,grocery,1,0,0.0,16,0,0,28.0,102.4,0
order_a159a5f924,pay_780710a8f4,2026-08-05 10:25:37.250331,3818.78,upi,electronics,1,0,0.0,10,0,0,14.6,23.3,0
order_548426c1ce,pay_214ebe2a3b,2026-07-28 21:39:39.250331,407.68,cod,electronics,0,7,0.11549945642262081,21,0,0,10.7,21.4,0
order_ee4ef648b5,pay_4c85aa7e56,2026-08-15 10:42:39.250331,171.45,card,home,0,6,0.14183379193264853,10,1,0,6.3,18.4,0
order_724814f45b,pay_298295bc89,2026-08-13 00:19:56.250331,707.96,upi,electronics,0,3,0.4178464132697109,0,0,1,0.9,77.3,0
order_8db52b8714,pay_ba5205bcb0,2026-08-11 05:34:45.250331,1229.3,upi,digital,0,3,0.46022702707749885,5,0,0,0.0,98.5,0
order_e0d6bac59f,pay_fcfd236237,2026-08-13 21:29:59.250331,146.8,upi,apparel,1,0,0.0,21,0,0,0.4,56.0,0
order_5483cff5cf,pay_feaf5b8261,2026-08-26 10:13:44.250331,1863.66,card,apparel,0,6,0.289745908732217,10,0,0,11.1,32.8,0
order_90edfd885e,pay_a5ac89d97c,2026-08-10 15:59:43.250331,218.8,upi,electronics,1,0,0.0,15,0,0,30.9,37.7,0
order_9d75287cdd,pay_321f874476,2026-08-25 07:09:43.250331,287.53,upi,electronics,0,1,0.03833405906855877,7,0,0,0.0,51.3,0
order_1b43d5d620,pay_77ec0a203f,2026-08-21 12:19:44.250331,364.43,card,home,1,0,0.0,12,0,0,2.0,52.8,0
order_d7eae24cc6,pay_36deeff84c,2026-08-26 20:10:40.250331,4117.99,cod,grocery,1,0,0.0,20,0,0,39.8,33.3,0
order_2e34e466e6,pay_d265b733c7,2026-08-09 02:18:43.250331,1594.28,card,electronics,0,7,0.23154100396267857,2,1,1,0.1,19.8,0
order_4cdd66dffc,pay_d09f36b599,2026-08-17 13:02:05.250331,210.15,upi,home,1,0,0.0,13,0,0,17.8,17.8,0
